Date,Year,Month,Day,Weekday,Week_Number,Year_Week,Open,High,Low,Close,Volume,Adj Close,Return,Short_MA,Long_MA,Label
2014/1/27,2014,1,27,Monday,4,Apr-14,40.82,41.03,40.77,40.92,3025300,36,0.002449591,35.71071429,35.56470588,
2014/1/28,2014,1,28,Tuesday,4,Apr-14,40.99,41.09,40.81,41.01,2078100,36.08,0.002199573,35.77357143,35.59333333,
2014/1/29,2014,1,29,Wednesday,4,Apr-14,40.97,41.11,40.77,40.93,3211800,36.01,-0.001950615,35.84428571,35.61526316,
2014/1/30,2014,1,30,Thursday,4,Apr-14,41.2,41.99,41.11,41.96,3937900,36.92,0.025164848,35.96357143,35.6805,
2014/1/31,2014,1,31,Friday,4,Apr-14,41.51,42.39,41.49,42.15,4450200,37.08,0.00452799,36.065,35.74714286,
2014/2/3,2014,2,3,Monday,5,May-14,42.25,42.64,41.41,41.52,3635600,36.53,-0.014946466,36.14214286,35.78272727,
2014/2/4,2014,2,4,Tuesday,5,May-14,41.68,41.76,41.1,41.28,2512300,36.32,-0.005780381,36.20428571,35.80608696,
2014/2/5,2014,2,5,Wednesday,5,May-14,41.14,41.34,41.01,41.11,1855700,36.17,-0.004118246,36.24214286,35.82125,
2014/2/6,2014,2,6,Thursday,5,May-14,41.11,41.52,40.92,41.35,1776700,36.38,0.005838136,36.28642857,35.8436,
2014/2/7,2014,2,7,Friday,5,May-14,41.44,41.88,41.4,41.83,1742500,36.8,0.011608081,36.35928571,35.88038462,
2014/2/10,2014,2,10,Monday,6,Jun-14,41.73,42.22,41.5,42.2,2827300,37.13,0.008845297,36.41785714,35.92666667,
2014/2/11,2014,2,11,Tuesday,6,Jun-14,41.6,42.57,41.41,42.44,2810800,37.34,0.005687135,36.5,35.97714286,
2014/2/12,2014,2,12,Wednesday,6,Jun-14,42.45,43.16,42.37,43.15,4067500,37.96,0.016729633,36.61642857,36.04551724,
2014/2/13,2014,2,13,Thursday,6,Jun-14,43.06,43.94,43,43.91,3812100,38.63,0.017612966,36.81071429,36.13166667,
2014/2/14,2014,2,14,Friday,6,Jun-14,43.74,44.04,43.62,43.94,2659300,38.66,0.000683133,37.00071429,36.21322581,
2014/2/18,2014,2,18,Tuesday,7,Jul-14,43.96,43.97,43.4,43.5,3217700,38.27,-0.010013535,37.15714286,36.2775,
2014/2/19,2014,2,19,Wednesday,7,Jul-14,43.4,43.79,43.16,43.23,2077700,38.03,-0.006206946,37.30142857,36.33060606,
2014/2/20,2014,2,20,Thursday,7,Jul-14,43.29,43.82,43.2,43.66,1327400,38.41,0.009946902,37.40785714,36.39176471,
2014/2/21,2014,2,21,Friday,7,Jul-14,43.67,44.25,43.59,43.94,2587800,38.66,0.006413016,37.52071429,36.45657143,
2014/2/24,2014,2,24,Monday,8,Aug-14,44,44.45,43.96,44.02,3065600,38.73,0.001820643,37.67785714,36.51972222,
2014/2/25,2014,2,25,Tuesday,8,Aug-14,44.13,44.19,43.73,43.79,3041900,38.53,-0.005224663,37.83571429,36.57405405,
2014/2/26,2014,2,26,Wednesday,8,Aug-14,43.84,44.02,43.39,43.49,2699900,38.26,-0.006851043,37.985,36.61842105,
2014/2/27,2014,2,27,Thursday,8,Aug-14,43.44,43.78,43.21,43.39,1823600,38.17,-0.002299302,38.11285714,36.65820513,
2014/2/28,2014,2,28,Friday,8,Aug-14,43.46,44.32,43.39,44.06,3938800,38.76,0.015441284,38.25285714,36.71075,
2014/3/3,2014,3,3,Monday,9,Sep-14,43.87,44.13,43.59,43.63,3060400,38.38,-0.009759424,38.34214286,36.75146341,
2014/3/4,2014,3,4,Tuesday,9,Sep-14,44.01,44.03,43.76,43.91,1800900,38.63,0.006417625,38.43428571,36.79619048,
2014/3/5,2014,3,5,Wednesday,9,Sep-14,43.84,43.88,43.13,43.22,3015000,38.02,-0.015713845,38.43857143,36.82465116,
2014/3/6,2014,3,6,Thursday,9,Sep-14,43.22,43.37,42.6,42.75,3312400,37.61,-0.010874688,38.36571429,36.8425,
2014/3/7,2014,3,7,Friday,9,Sep-14,42.73,42.89,42.13,42.75,3151400,37.61,0,38.29071429,36.85955556,
2014/3/10,2014,3,10,Monday,10,Oct-14,42.75,42.89,42.54,42.7,2600600,37.57,-0.001169653,38.24071429,36.875,
2014/3/11,2014,3,11,Tuesday,10,Oct-14,42.79,43.01,42.59,43.01,3727400,37.84,0.007259993,38.22714286,36.89553191,
2014/3/12,2014,3,12,Wednesday,10,Oct-14,42.96,43.58,42.88,43.58,2458400,38.34,0.013252748,38.22214286,36.925625,
2014/3/13,2014,3,13,Thursday,10,Oct-14,43.64,44.1,43.48,44.04,2409200,38.75,0.010555422,38.22857143,36.96285714,
2014/3/14,2014,3,14,Friday,10,Oct-14,44.01,44.55,43.9,44.35,3059400,39.02,0.007038699,38.24928571,37.004,
2014/3/17,2014,3,17,Monday,11,Nov-14,44.42,44.62,44.18,44.62,1898000,39.26,0.006088085,38.30142857,37.0914,
2014/3/18,2014,3,18,Tuesday,11,Nov-14,44.5,44.75,44.42,44.51,1430600,39.16,-0.00246516,38.36571429,37.1778,
2014/3/19,2014,3,19,Wednesday,11,Nov-14,44.48,44.72,44.03,44.3,3938400,38.97,-0.004718252,38.42285714,37.2588,
2014/3/20,2014,3,20,Thursday,11,Nov-14,44.11,44.33,43.93,44.31,1935700,38.98,0.000225902,38.43857143,37.3344,
2014/3/21,2014,3,21,Friday,11,Nov-14,44.6,44.97,44.32,44.37,5620800,39.04,0.001354129,38.48571429,37.4148,
2014/3/24,2014,3,24,Monday,12,Dec-14,44.53,44.85,44.29,44.73,1727400,39.35,0.008113492,38.53714286,37.4968,
2014/3/25,2014,3,25,Tuesday,12,Dec-14,44.81,44.95,44.52,44.71,2110300,39.33,-0.000447073,38.63071429,37.5702,
2014/3/26,2014,3,26,Wednesday,12,Dec-14,44.72,44.92,44.2,44.28,2575800,38.96,-0.009617444,38.72714286,37.6404,
2014/3/27,2014,3,27,Thursday,12,Dec-14,43.69,43.72,43.33,43.64,4104000,38.79,-0.004221324,38.81142857,37.7072,
2014/3/28,2014,3,28,Friday,12,Dec-14,41.9,42.57,41.57,41.89,12653900,37.24,-0.040100933,38.78785714,37.7392,
2014/3/31,2014,3,31,Monday,13,2014-13,42.13,43.49,41.89,43.2,7109600,38.4,0.031272372,38.82785714,37.792,
2014/4/1,2014,4,1,Tuesday,13,2014-13,43.19,43.2,42.3,42.37,3321800,37.66,-0.019213119,38.77928571,37.8296,
2014/4/2,2014,4,2,Wednesday,13,2014-13,42.6,43.35,42.47,43.35,6863900,38.53,0.023129399,38.76357143,37.874,
2014/4/3,2014,4,3,Thursday,13,2014-13,43.38,43.95,43.35,43.8,3603900,38.93,0.010380726,38.75714286,37.9288,
2014/4/4,2014,4,4,Friday,13,2014-13,44,44.87,43.95,44.47,5851500,39.53,0.015297113,38.77642857,37.9928,
2014/4/7,2014,4,7,Monday,14,2014-14,44.45,44.5,44.04,44.04,3624500,39.15,-0.009669483,38.77571429,38.0576,
2014/4/8,2014,4,8,Tuesday,14,2014-14,44.12,44.74,43.84,44.61,3153100,39.65,0.012942813,38.82428571,38.1306,
2014/4/9,2014,4,9,Wednesday,14,2014-14,44.6,44.6,43.76,44.39,3029300,39.46,-0.004931833,38.85857143,38.1982,
2014/4/10,2014,4,10,Thursday,14,2014-14,44.38,44.88,44.23,44.43,2691800,39.49,0.000901211,38.89071429,38.2678,
2014/4/11,2014,4,11,Friday,14,2014-14,44.22,44.85,44.22,44.65,3237500,39.69,0.004951621,38.915,38.3232,
2014/4/14,2014,4,14,Monday,15,2014-15,44.77,44.77,44.35,44.68,2611400,39.72,0.000672117,38.94285714,38.376,
2014/4/15,2014,4,15,Tuesday,15,2014-15,44.62,45.29,44.54,45.27,2466300,40.24,0.013205001,39.03428571,38.4502,
2014/4/16,2014,4,16,Wednesday,15,2014-15,45.28,45.62,45.19,45.62,1864200,40.55,0.007731315,39.16,38.5348,
2014/4/17,2014,4,17,Thursday,15,2014-15,45.44,45.56,44.8,44.87,2170600,39.89,-0.016440095,39.34928571,38.6092,
2014/4/21,2014,4,21,Monday,16,2014-16,44.98,45.13,44.48,44.78,1814000,39.81,-0.00200589,39.45,38.6778,
2014/4/22,2014,4,22,Tuesday,16,2014-16,44.73,44.82,44.5,44.69,1311700,39.73,-0.002009922,39.59785714,38.7364,
2014/4/23,2014,4,23,Wednesday,16,2014-16,44.78,45.27,44.53,44.58,1622000,39.63,-0.002461454,39.67642857,38.7864,
2014/4/24,2014,4,24,Thursday,16,2014-16,44.56,45.21,44.35,44.9,1768300,39.91,0.007178001,39.74642857,38.8378,
2014/4/25,2014,4,25,Friday,16,2014-16,44.95,45.52,44.93,45.5,1071600,40.45,0.013363096,39.81214286,38.8876,
2014/4/28,2014,4,28,Monday,17,2014-17,45.53,45.87,45.26,45.83,1822500,40.74,0.007253,39.92571429,38.9298,
2014/4/29,2014,4,29,Tuesday,17,2014-17,45.91,46.11,45.28,45.35,2897600,40.31,-0.010473707,39.97285714,38.9628,
2014/4/30,2014,4,30,Wednesday,17,2014-17,45.51,45.83,45.47,45.58,1992300,40.52,0.00507175,40.04857143,39.0078,
2014/5/1,2014,5,1,Thursday,17,2014-17,44.28,45.94,43.71,45.75,2422300,40.67,0.003729727,40.13285714,39.0606,
2014/5/2,2014,5,2,Friday,17,2014-17,45.62,45.71,44.25,44.53,2495800,39.58,-0.026666752,40.125,39.084,
2014/5/5,2014,5,5,Monday,18,2014-18,44.51,44.96,44.49,44.86,1401900,39.88,0.007410896,40.13642857,39.1084,
2014/5/6,2014,5,6,Tuesday,18,2014-18,44.77,44.89,44.27,44.31,4353800,39.39,-0.012260631,40.07571429,39.1216,
2014/5/7,2014,5,7,Wednesday,18,2014-18,44.56,44.95,44.5,44.71,4426100,39.74,0.009027514,40.01785714,39.1458,
2014/5/8,2014,5,8,Thursday,18,2014-18,44.78,44.9,44.39,44.59,3645700,39.64,-0.002683899,40,39.1734,
2014/5/9,2014,5,9,Friday,18,2014-18,44.55,44.76,43.4,43.59,4136800,38.75,-0.022426628,39.92428571,39.185,
2014/5/12,2014,5,12,Monday,19,2014-19,43.8,43.94,42.85,43.02,3249600,38.24,-0.013076329,39.81785714,39.1746,
2014/5/13,2014,5,13,Tuesday,19,2014-19,43.14,43.3,42.86,43.2,2629200,38.4,0.004184001,39.73,39.175,
2014/5/14,2014,5,14,Wednesday,19,2014-19,43.19,43.97,43.19,43.78,2494200,38.92,0.013425938,39.65928571,39.1808,
2014/5/15,2014,5,15,Thursday,19,2014-19,43.78,44.05,43.18,43.63,5048300,38.78,-0.003425994,39.54,39.196,
2014/5/16,2014,5,16,Friday,19,2014-19,43.41,43.87,43.21,43.64,3688000,38.79,0.00022908,39.40071429,39.2196,
2014/5/19,2014,5,19,Monday,20,2014-20,43.55,43.84,43.36,43.52,3784400,38.69,-0.002749804,39.285,39.2412,
2014/5/20,2014,5,20,Tuesday,20,2014-20,43.44,43.8,43.44,43.63,3367800,38.78,0.002527727,39.16071429,39.2654,
2014/5/21,2014,5,21,Wednesday,20,2014-20,44.16,44.44,44.06,44.29,3279600,39.37,0.015126843,39.06785714,39.296,
2014/5/22,2014,5,22,Thursday,20,2014-20,44.18,44.69,44.04,44.61,3245100,39.65,0.007225292,39.07285714,39.3222,
2014/5/23,2014,5,23,Friday,20,2014-20,44.58,44.76,44.45,44.72,2843900,39.75,0.002465772,39.06357143,39.3422,
2014/5/27,2014,5,27,Tuesday,21,2014-21,44.97,45.06,44.6,44.78,3017000,39.81,0.001341746,39.09357143,39.358,
2014/5/28,2014,5,28,Wednesday,21,2014-21,44.75,45.37,44.68,45.3,2886700,40.27,0.011612082,39.13142857,39.3782,
2014/5/29,2014,5,29,Thursday,21,2014-21,45.29,45.73,45.23,45.68,2755900,40.61,0.008388765,39.20071429,39.4072,
2014/5/30,2014,5,30,Friday,21,2014-21,45.68,45.99,45.48,45.87,3515900,40.77,0.004159255,39.345,39.4432,
2014/6/2,2014,6,2,Monday,22,2014-22,45.82,45.92,45.66,45.87,2105700,40.77,0,39.52571429,39.479,
2014/6/3,2014,6,3,Tuesday,22,2014-22,45.84,45.87,45.55,45.64,1929500,40.57,-0.005014254,39.68071429,39.5096,
2014/6/4,2014,6,4,Wednesday,22,2014-22,45.41,45.9,45.27,45.88,2226200,40.78,0.005258515,39.81357143,39.5382,
2014/6/5,2014,6,5,Thursday,22,2014-22,45.78,46.58,45.77,46.5,2336800,41.33,0.013513818,39.99571429,39.5782,
2014/6/6,2014,6,6,Friday,22,2014-22,46.56,47.1,46.44,46.68,3093400,41.49,0.003870691,40.18857143,39.6288,
2014/6/9,2014,6,9,Monday,23,2014-23,46.53,46.73,46.02,46.14,2156100,41.01,-0.011567942,40.35428571,39.6732,
2014/6/10,2014,6,10,Tuesday,23,2014-23,45.98,46.29,45.89,46.17,1937200,41.04,0.000650133,40.51571429,39.7492,
2014/6/11,2014,6,11,Wednesday,23,2014-23,46.11,46.58,45.8,46.28,3883000,41.14,0.002382458,40.64214286,39.804,
2014/6/12,2014,6,12,Thursday,23,2014-23,46.19,46.52,45.49,46.32,2769000,41.17,0.000864222,40.75071429,39.8742,
2014/6/13,2014,6,13,Friday,23,2014-23,46.3,46.61,46.08,46.55,1854600,41.38,0.004965541,40.86714286,39.9312,
2014/6/16,2014,6,16,Monday,24,2014-24,46.5,47.22,46.44,46.88,2058100,41.67,0.007089214,41,39.986,
2014/6/17,2014,6,17,Tuesday,24,2014-24,46.74,46.97,46.58,46.88,1200000,41.67,0,41.1,40.0288,
2014/6/18,2014,6,18,Wednesday,24,2014-24,46.81,47.8,46.81,47.7,3012900,42.4,0.017491448,41.22785714,40.0938,
2014/6/19,2014,6,19,Thursday,24,2014-24,47.66,48.24,47.54,48.23,4436000,42.87,0.011111042,41.37785714,40.1582,
2014/6/20,2014,6,20,Friday,24,2014-24,48.35,48.64,48.06,48.19,5126500,42.84,-0.00082928,41.52571429,40.2258,
2014/6/23,2014,6,23,Monday,25,2014-25,48.19,48.26,47.39,47.62,4006700,42.33,-0.0118283,41.65142857,40.2826,
2014/6/24,2014,6,24,Tuesday,25,2014-25,47.66,48.04,47.5,47.73,3336800,42.43,0.002310004,41.76928571,40.3374,
2014/6/25,2014,6,25,Wednesday,25,2014-25,47.55,47.82,47.18,47.5,3721200,42.22,-0.004818673,41.83285714,40.3874,
2014/6/26,2014,6,26,Thursday,25,2014-25,46.99,47.3,46.79,47.2,1973300,42.36,0.003294649,41.895,40.4298,
2014/6/27,2014,6,27,Friday,25,2014-25,47.16,47.69,47.01,47.53,1705300,42.66,0.006991702,42.01285714,40.472,
2014/6/30,2014,6,30,Monday,26,2014-26,47.57,48.1,47.46,48.02,2440500,43.1,0.01030917,42.16,40.5362,
2014/7/1,2014,7,1,Tuesday,26,2014-26,48.04,48.09,47.22,47.23,2258900,42.39,-0.016451482,42.24928571,40.5878,
2014/7/2,2014,7,2,Wednesday,26,2014-26,47.16,47.18,46.39,46.63,2634200,41.85,-0.012703831,42.29785714,40.6302,
2014/7/3,2014,7,3,Thursday,26,2014-26,46.41,46.64,45.84,46.03,3307200,41.31,-0.012867204,42.29285714,40.6638,
2014/7/7,2014,7,7,Monday,27,2014-27,46.09,46.8,46.06,46.49,2186800,41.73,0.009993582,42.29714286,40.7002,
2014/7/8,2014,7,8,Tuesday,27,2014-27,46.33,46.86,46.33,46.82,2249400,42.02,0.007098113,42.32214286,40.7316,
2014/7/9,2014,7,9,Wednesday,27,2014-27,46.82,46.98,46.6,46.86,2068600,42.06,0.000854242,42.29785714,40.758,
2014/7/10,2014,7,10,Thursday,27,2014-27,46.54,47.31,46.54,47.2,2741400,42.36,0.007255765,42.26142857,40.799,
2014/7/11,2014,7,11,Friday,27,2014-27,47.21,47.33,46.98,47.12,3101100,42.29,-0.001694819,42.22214286,40.8344,
2014/7/14,2014,7,14,Monday,28,2014-28,47.18,47.34,46.8,46.93,2777600,42.12,-0.0040324,42.20714286,40.8634,
2014/7/15,2014,7,15,Tuesday,28,2014-28,46.92,47.44,46.92,47.29,2638400,42.44,0.007671242,42.20785714,40.9206,
2014/7/16,2014,7,16,Wednesday,28,2014-28,47.33,47.51,46.91,47.51,2055300,42.64,0.004651993,42.23785714,40.9758,
2014/7/17,2014,7,17,Thursday,28,2014-28,47.34,47.4,46.85,46.87,2050800,42.07,-0.013470886,42.21714286,41.0294,
2014/7/18,2014,7,18,Friday,28,2014-28,47.13,47.33,46.8,47.27,2766800,42.43,0.008534121,42.20071429,41.0832,
2014/7/21,2014,7,21,Monday,29,2014-29,47.17,47.25,46.86,47.13,1801700,42.3,-0.002961564,42.14357143,41.1364,
2014/7/22,2014,7,22,Tuesday,29,2014-29,47.34,47.38,47.06,47.16,1953200,42.33,0.000636602,42.13928571,41.208,
2014/7/23,2014,7,23,Wednesday,29,2014-29,47.2,47.28,46.98,47.14,807500,42.31,-0.000424132,42.17214286,41.2894,
2014/7/24,2014,7,24,Thursday,29,2014-29,47.29,47.47,47.11,47.37,2184900,42.51,0.004878952,42.25785714,41.3716,
2014/7/25,2014,7,25,Friday,29,2014-29,47.33,47.54,47.03,47.1,989400,42.27,-0.005699677,42.29642857,41.4386,
2014/7/28,2014,7,28,Monday,30,2014-30,46.64,47.57,46.51,47.37,1882600,42.51,0.005732349,42.33142857,41.5132,
2014/7/29,2014,7,29,Tuesday,30,2014-30,47.35,47.58,46.54,46.6,2786500,41.82,-0.016254886,42.31428571,41.5738,
2014/7/30,2014,7,30,Wednesday,30,2014-30,46.3,46.71,45.69,45.7,3010700,41.02,-0.019313276,42.21857143,41.6204,
2014/7/31,2014,7,31,Thursday,30,2014-30,45.35,45.93,44.65,44.67,3581700,40.09,-0.022538462,42.06142857,41.6466,
2014/8/1,2014,8,1,Friday,30,2014-30,44.82,45.22,44.64,44.9,2681800,40.3,0.005149112,41.93142857,41.6652,
2014/8/4,2014,8,4,Monday,31,2014-31,44.86,44.97,43.8,44.48,3732900,39.92,-0.009354415,41.75142857,41.6706,
2014/8/5,2014,8,5,Tuesday,31,2014-31,44.43,44.63,43.61,43.73,2432000,39.25,-0.01686133,41.50928571,41.6606,
2014/8/6,2014,8,6,Wednesday,31,2014-31,43.57,43.81,42.92,43,4753700,38.59,-0.016693501,41.26071429,41.6362,
2014/8/7,2014,8,7,Thursday,31,2014-31,43.21,43.55,43.11,43.28,2537500,38.84,0.006511703,41.00428571,41.6076,
2014/8/8,2014,8,8,Friday,31,2014-31,43.42,44.13,43.42,44.12,2701000,39.6,0.019408627,40.81142857,41.5874,
2014/8/11,2014,8,11,Monday,32,2014-32,44.1,44.36,43.85,43.93,1648700,39.43,-0.004306396,40.60428571,41.5606,
2014/8/12,2014,8,12,Tuesday,32,2014-32,43.95,44.2,43.83,43.92,1932300,39.42,-0.000227755,40.39785714,41.5336,
2014/8/13,2014,8,13,Wednesday,32,2014-32,44.07,44.15,43.73,44.07,1976100,39.55,0.00341536,40.18642857,41.5132,
2014/8/14,2014,8,14,Thursday,32,2014-32,44.09,44.59,44.09,44.52,1425500,39.96,0.010210916,40.02142857,41.4968,
2014/8/15,2014,8,15,Friday,32,2014-32,44.84,45.41,44.83,45.2,6126800,40.57,0.015274168,39.88285714,41.4816,
2014/8/18,2014,8,18,Monday,33,2014-33,45.28,45.51,44.92,44.99,2489500,40.38,-0.004646211,39.78,41.4594,
2014/8/19,2014,8,19,Tuesday,33,2014-33,45.04,45.75,44.9,45.74,2287800,41.05,0.016670664,39.78214286,41.4602,
2014/8/20,2014,8,20,Wednesday,33,2014-33,45.68,46.11,45.56,45.84,2348300,41.14,0.002186215,39.85714286,41.4622,
2014/8/21,2014,8,21,Thursday,33,2014-33,45.99,46.11,45.72,45.85,1381000,41.15,0.000217894,39.91785714,41.4624,
2014/8/22,2014,8,22,Friday,33,2014-33,45.39,45.99,45.37,45.64,1465500,40.96,-0.004579788,39.99214286,41.4582,
2014/8/25,2014,8,25,Monday,34,2014-34,45.77,46.08,45.67,45.92,1654400,41.21,0.006134759,40.13214286,41.4548,
2014/8/26,2014,8,26,Tuesday,34,2014-34,45.96,46.15,45.4,45.41,1123800,40.76,-0.011106299,40.28714286,41.4366,
2014/8/27,2014,8,27,Wednesday,34,2014-34,45.56,45.83,45.43,45.8,1015800,41.11,0.008588454,40.44928571,41.4254,
2014/8/28,2014,8,28,Thursday,34,2014-34,45.77,46.16,45.61,46.13,977600,41.4,0.007205236,40.57785714,41.4054,
2014/8/29,2014,8,29,Friday,34,2014-34,46.14,46.48,46.02,46.48,1637200,41.72,0.007587202,40.74142857,41.3824,
2014/9/2,2014,9,2,Tuesday,35,2014-35,46.46,47.78,46.01,47.29,8792700,42.44,0.017427082,40.95714286,41.3744,
2014/9/3,2014,9,3,Wednesday,35,2014-35,47.32,47.85,47.05,47.09,3397400,42.26,-0.004229387,41.15071429,41.373,
2014/9/4,2014,9,4,Thursday,35,2014-35,47.02,47.21,46.62,47.2,2687100,42.36,0.002335921,41.32214286,41.3716,
2014/9/5,2014,9,5,Friday,35,2014-35,47.28,48.24,47.26,48.07,2995800,43.14,0.018432111,41.50571429,41.39,
2014/9/8,2014,9,8,Monday,36,2014-36,47.98,48.03,47.3,47.54,2455300,42.67,-0.011025569,41.66928571,41.3962,
2014/9/9,2014,9,9,Tuesday,36,2014-36,47.42,47.42,46.9,47,2080400,42.18,-0.011358858,41.75,41.3866,
2014/9/10,2014,9,10,Wednesday,36,2014-36,47.06,47.23,46.77,46.81,1790300,42.01,-0.004042335,41.81214286,41.3648,
2014/9/11,2014,9,11,Thursday,36,2014-36,46.82,47.48,46.81,47.36,1703900,42.51,0.011749557,41.90928571,41.3672,
2014/9/12,2014,9,12,Friday,36,2014-36,47.13,47.15,46.3,46.38,1664200,41.63,-0.020692353,41.95714286,41.3628,
2014/9/15,2014,9,15,Monday,37,2014-37,46.55,46.74,46.15,46.34,1770500,41.59,-0.000862712,41.98428571,41.3684,
2014/9/16,2014,9,16,Tuesday,37,2014-37,45.94,46.54,45.21,45.96,7386400,41.25,-0.008200274,42.01928571,41.3588,
2014/9/17,2014,9,17,Wednesday,37,2014-37,46.22,46.47,45.91,46.15,2933400,41.42,0.004134083,42.04142857,41.3468,
2014/9/18,2014,9,18,Thursday,37,2014-37,46.17,46.28,45.64,45.9,2430200,41.2,-0.005417028,42.02714286,41.3296,
2014/9/19,2014,9,19,Friday,37,2014-37,46,46.11,45.68,45.84,4481800,41.14,-0.001307231,41.98571429,41.3052,
2014/9/22,2014,9,22,Monday,38,2014-38,45.75,45.76,45.14,45.19,2979100,40.56,-0.014179724,41.85142857,41.2706,
2014/9/23,2014,9,23,Tuesday,38,2014-38,45.17,45.64,44.91,45.31,2647700,40.67,0.002655162,41.73785714,41.2416,
2014/9/24,2014,9,24,Wednesday,38,2014-38,45.35,45.45,45.09,45.24,1886100,40.6,-0.001544696,41.61214286,41.2048,
2014/9/25,2014,9,25,Thursday,38,2014-38,45.21,45.4,44.58,44.68,2120000,40.1,-0.012378472,41.395,41.154,
2014/9/26,2014,9,26,Friday,38,2014-38,44.32,44.41,43.76,44.32,3438300,40.19,0.00214809,41.21785714,41.1164,
2014/9/29,2014,9,29,Monday,39,2014-39,44.13,44.9,44.04,44.85,2697300,40.67,0.011958471,41.11,41.0812,
2014/9/30,2014,9,30,Tuesday,39,2014-39,44.93,45.38,44.73,45.04,2893400,40.84,0.004236312,41.02642857,41.052,
2014/10/1,2014,10,1,Wednesday,39,2014-39,45.19,45.65,44.97,45.19,2961300,40.98,0.003330422,40.91714286,41.025,
2014/10/2,2014,10,2,Thursday,39,2014-39,45.03,45.4,44.89,45.09,2444400,40.88,-0.002213005,40.86357143,40.9964,
2014/10/3,2014,10,3,Friday,39,2014-39,45.17,45.62,44.79,45.5,2386100,41.26,0.009092968,40.84,40.9714,
2014/10/6,2014,10,6,Monday,40,2014-40,45.59,45.76,45.08,45.26,1587000,41.04,-0.005274804,40.825,40.9468,
2014/10/7,2014,10,7,Tuesday,40,2014-40,44.8,44.96,44.17,44.38,3972900,40.24,-0.019443043,40.74071429,40.9014,
2014/10/8,2014,10,8,Wednesday,40,2014-40,44.43,45.2,44.34,45,4549500,40.8,0.013970179,40.71214286,40.881,
2014/10/9,2014,10,9,Thursday,40,2014-40,44.84,45.28,44.51,44.52,4885200,40.37,-0.010666638,40.65714286,40.868,
2014/10/10,2014,10,10,Friday,40,2014-40,44.76,45.5,44.76,45.17,3165700,40.96,0.014600302,40.68571429,40.8854,
2014/10/13,2014,10,13,Monday,41,2014-41,45.25,46.03,45.19,45.37,3581800,41.14,0.004427596,40.71928571,40.9022,
2014/10/14,2014,10,14,Tuesday,41,2014-41,45.69,46.6,45.33,45.88,4003900,41.6,0.011240982,40.79071429,40.9358,
2014/10/15,2014,10,15,Wednesday,41,2014-41,45.91,46.43,44.81,45.73,3397100,41.47,-0.003269447,40.88857143,40.9802,
2014/10/16,2014,10,16,Thursday,41,2014-41,45.41,45.51,44.44,44.68,4794000,40.51,-0.022960829,40.91142857,41.0186,
2014/10/17,2014,10,17,Friday,41,2014-41,44.88,44.97,44.48,44.7,3890000,40.53,0.000447823,40.90142857,41.0524,
2014/10/20,2014,10,20,Monday,42,2014-42,44.61,45.41,44.56,45.39,2672200,41.16,0.015435996,40.92428571,41.0836,
2014/10/21,2014,10,21,Tuesday,42,2014-42,45.48,45.5,44.88,45.49,2970700,41.25,0.002203161,40.94357143,41.12,
2014/10/22,2014,10,22,Wednesday,42,2014-42,45.57,46.53,45.49,46.25,3089600,41.94,0.016707123,41.01928571,41.1704,
2014/10/23,2014,10,23,Thursday,42,2014-42,46.52,46.59,46.07,46.19,2501400,41.88,-0.001297407,41.06357143,41.217,
2014/10/24,2014,10,24,Friday,42,2014-42,46.31,47.32,46.3,47.17,2865000,42.77,0.021216571,41.18714286,41.2732,
2014/10/27,2014,10,27,Monday,43,2014-43,47.15,47.31,46.25,46.57,4021700,42.23,-0.012719871,41.32928571,41.3064,
2014/10/28,2014,10,28,Tuesday,43,2014-43,46.64,47.87,46.45,47.52,5065700,43.09,0.02039952,41.49285714,41.3606,
2014/10/29,2014,10,29,Wednesday,43,2014-43,48.12,49.26,48.05,48.51,5829100,43.99,0.020833197,41.75142857,41.4194,
2014/10/30,2014,10,30,Thursday,43,2014-43,48.81,49.92,48.66,49.85,5973000,45.2,0.02762306,42.05428571,41.5006,
2014/10/31,2014,10,31,Friday,43,2014-43,50.06,50.36,49.66,50.32,4897800,45.63,0.009428257,42.375,41.5902,
2014/11/3,2014,11,3,Monday,44,2014-44,50.5,51.06,50.3,50.94,3373300,46.19,0.012321329,42.70285714,41.6948,
2014/11/4,2014,11,4,Tuesday,44,2014-44,51.16,51.46,50.63,50.68,3430200,45.95,-0.005104202,43.02285714,41.7896,
2014/11/5,2014,11,5,Wednesday,44,2014-44,50.79,50.86,50.23,50.3,11541500,45.61,-0.007497807,43.38714286,41.8866,
2014/11/6,2014,11,6,Thursday,44,2014-44,50.27,50.29,48.92,49.34,6200000,44.74,-0.019085684,43.68785714,41.9592,
2014/11/7,2014,11,7,Friday,44,2014-44,49.42,50.37,49.4,50.35,3038600,45.65,0.020470256,44.00857143,42.0442,
2014/11/10,2014,11,10,Monday,45,2014-45,50.25,50.77,49.91,50.77,2312200,46.04,0.008341649,44.35071429,42.1306,
2014/11/11,2014,11,11,Tuesday,45,2014-45,50.67,50.78,50.34,50.55,1791300,45.84,-0.004333249,44.62928571,42.1986,
2014/11/12,2014,11,12,Wednesday,45,2014-45,50.08,50.42,49.55,50.14,4172200,45.46,-0.008110818,44.885,42.2626,
2014/11/13,2014,11,13,Thursday,45,2014-45,50.27,50.39,49.63,49.77,3588200,45.13,-0.007379196,45.05357143,42.318,
